example_id,head_label,layer_idx,head_idx,logitbaseline_wait_token,logitablated_wait_token,delta_ablated_minus_baseline
gsm8k_26,L0H22,0,22,26.171875,25.890625,-0.28125
gsm8k_98,L0H22,0,22,29.21875,28.84375,-0.375
gsm8k_170,L0H22,0,22,28.34375,27.640625,-0.703125
gsm8k_242,L0H22,0,22,28.875,28.65625,-0.21875
gsm8k_314,L0H22,0,22,27.265625,26.90625,-0.359375
gsm8k_386,L0H22,0,22,26.203125,25.734375,-0.46875
gsm8k_458,L0H22,0,22,27.53125,27.171875,-0.359375
gsm8k_530,L0H22,0,22,27.3125,26.875,-0.4375
gsm8k_602,L0H22,0,22,27.6875,27.53125,-0.15625
gsm8k_674,L0H22,0,22,28.53125,28.140625,-0.390625
gsm8k_746,L0H22,0,22,27.234375,26.90625,-0.328125
gsm8k_818,L0H22,0,22,28.84375,28.390625,-0.453125
gsm8k_890,L0H22,0,22,28.984375,28.65625,-0.328125
gsm8k_962,L0H22,0,22,28.015625,27.5,-0.515625
gsm8k_1034,L0H22,0,22,28.375,28.0,-0.375
gsm8k_1106,L0H22,0,22,30.046875,29.4375,-0.609375
gsm8k_1178,L0H22,0,22,20.34375,19.75,-0.59375
gsm8k_1250,L0H22,0,22,13.6171875,13.40625,-0.2109375
gsm8k_3,L0H22,0,22,27.78125,27.03125,-0.75
gsm8k_75,L0H22,0,22,20.03125,19.625,-0.40625
gsm8k_147,L0H22,0,22,19.21875,18.8125,-0.40625
gsm8k_219,L0H22,0,22,27.953125,27.5,-0.453125
gsm8k_291,L0H22,0,22,28.671875,28.265625,-0.40625
gsm8k_363,L0H22,0,22,28.90625,28.59375,-0.3125
gsm8k_435,L0H22,0,22,22.265625,21.234375,-1.03125
gsm8k_507,L0H22,0,22,28.109375,27.875,-0.234375
gsm8k_579,L0H22,0,22,20.0625,20.046875,-0.015625
gsm8k_651,L0H22,0,22,27.515625,27.203125,-0.3125
gsm8k_723,L0H22,0,22,28.40625,27.734375,-0.671875
gsm8k_795,L0H22,0,22,26.109375,25.53125,-0.578125
gsm8k_867,L0H22,0,22,30.703125,30.546875,-0.15625
gsm8k_939,L0H22,0,22,27.78125,26.953125,-0.828125
gsm8k_1011,L0H22,0,22,28.859375,28.46875,-0.390625
gsm8k_1083,L0H22,0,22,28.21875,28.984375,0.765625
gsm8k_1155,L0H22,0,22,28.59375,28.109375,-0.484375
gsm8k_1227,L0H22,0,22,28.453125,27.703125,-0.75
gsm8k_1299,L0H22,0,22,21.015625,22.078125,1.0625
gsm8k_52,L0H22,0,22,28.78125,28.0625,-0.71875
gsm8k_124,L0H22,0,22,29.96875,29.828125,-0.140625
gsm8k_196,L0H22,0,22,27.6875,27.203125,-0.484375
gsm8k_268,L0H22,0,22,26.265625,26.90625,0.640625
gsm8k_340,L0H22,0,22,20.234375,19.828125,-0.40625
gsm8k_412,L0H22,0,22,18.515625,18.3125,-0.203125
gsm8k_484,L0H22,0,22,26.4375,26.171875,-0.265625
gsm8k_556,L0H22,0,22,21.5625,20.6875,-0.875
gsm8k_628,L0H22,0,22,29.515625,29.375,-0.140625
gsm8k_700,L0H22,0,22,27.421875,26.71875,-0.703125
gsm8k_772,L0H22,0,22,26.484375,26.828125,0.34375
gsm8k_844,L0H22,0,22,27.0625,26.78125,-0.28125
gsm8k_916,L0H22,0,22,28.671875,28.234375,-0.4375
gsm8k_988,L0H22,0,22,27.5625,27.5,-0.0625
gsm8k_1060,L0H22,0,22,28.703125,28.0625,-0.640625
gsm8k_1132,L0H22,0,22,24.046875,23.140625,-0.90625
gsm8k_1204,L0H22,0,22,26.984375,26.671875,-0.3125
gsm8k_1276,L0H22,0,22,28.71875,28.21875,-0.5
gsm8k_29,L0H22,0,22,27.9375,26.703125,-1.234375
gsm8k_101,L0H22,0,22,28.625,28.421875,-0.203125
gsm8k_173,L0H22,0,22,26.03125,25.3125,-0.71875
gsm8k_245,L0H22,0,22,27.71875,27.6875,-0.03125
gsm8k_317,L0H22,0,22,27.734375,27.40625,-0.328125
gsm8k_389,L0H22,0,22,30.125,29.53125,-0.59375
gsm8k_461,L0H22,0,22,29.703125,29.390625,-0.3125
gsm8k_533,L0H22,0,22,28.484375,27.8125,-0.671875
gsm8k_605,L0H22,0,22,28.078125,27.953125,-0.125
gsm8k_677,L0H22,0,22,28.234375,27.625,-0.609375
gsm8k_749,L0H22,0,22,27.59375,27.375,-0.21875
gsm8k_821,L0H22,0,22,29.1875,28.828125,-0.359375
gsm8k_893,L0H22,0,22,20.390625,19.84375,-0.546875
gsm8k_965,L0H22,0,22,30.296875,29.890625,-0.40625
gsm8k_1037,L0H22,0,22,28.28125,27.90625,-0.375
gsm8k_1109,L0H22,0,22,28.734375,28.546875,-0.1875
gsm8k_1181,L0H22,0,22,28.6875,27.90625,-0.78125
gsm8k_1253,L0H22,0,22,24.640625,23.875,-0.765625
gsm8k_6,L0H22,0,22,27.078125,26.59375,-0.484375
gsm8k_78,L0H22,0,22,25.84375,25.59375,-0.25
gsm8k_150,L0H22,0,22,30.296875,29.890625,-0.40625
gsm8k_222,L0H22,0,22,21.84375,21.09375,-0.75
gsm8k_294,L0H22,0,22,29.046875,28.765625,-0.28125
gsm8k_366,L0H22,0,22,27.140625,27.078125,-0.0625
gsm8k_438,L0H22,0,22,21.484375,21.796875,0.3125
gsm8k_510,L0H22,0,22,21.796875,20.328125,-1.46875
gsm8k_582,L0H22,0,22,24.1875,24.015625,-0.171875
gsm8k_654,L0H22,0,22,28.359375,27.8125,-0.546875
gsm8k_726,L0H22,0,22,30.515625,30.15625,-0.359375
gsm8k_798,L0H22,0,22,29.546875,29.0625,-0.484375
gsm8k_870,L0H22,0,22,30.96875,30.390625,-0.578125
gsm8k_942,L0H22,0,22,26.390625,26.078125,-0.3125
gsm8k_1014,L0H22,0,22,29.03125,28.953125,-0.078125
gsm8k_1086,L0H22,0,22,28.671875,29.4375,0.765625
gsm8k_1158,L0H22,0,22,26.078125,25.59375,-0.484375
gsm8k_1230,L0H22,0,22,27.3125,26.671875,-0.640625
gsm8k_1302,L0H22,0,22,28.375,27.828125,-0.546875
gsm8k_55,L0H22,0,22,28.125,27.53125,-0.59375
gsm8k_127,L0H22,0,22,27.8125,27.1875,-0.625
gsm8k_199,L0H22,0,22,28.703125,27.96875,-0.734375
gsm8k_271,L0H22,0,22,29.8125,29.28125,-0.53125
gsm8k_343,L0H22,0,22,26.078125,25.203125,-0.875
gsm8k_415,L0H22,0,22,29.25,28.78125,-0.46875
gsm8k_487,L0H22,0,22,29.578125,29.359375,-0.21875
gsm8k_559,L0H22,0,22,28.984375,28.484375,-0.5
gsm8k_631,L0H22,0,22,26.984375,27.09375,0.109375
gsm8k_703,L0H22,0,22,28.03125,27.484375,-0.546875
gsm8k_775,L0H22,0,22,27.59375,26.84375,-0.75
gsm8k_847,L0H22,0,22,27.90625,27.15625,-0.75
gsm8k_919,L0H22,0,22,27.40625,27.453125,0.046875
gsm8k_991,L0H22,0,22,28.90625,28.375,-0.53125
gsm8k_1063,L0H22,0,22,27.609375,26.90625,-0.703125
gsm8k_1135,L0H22,0,22,26.546875,26.109375,-0.4375
gsm8k_1207,L0H22,0,22,27.578125,27.4375,-0.140625
gsm8k_1279,L0H22,0,22,21.546875,20.734375,-0.8125
gsm8k_8,L0H22,0,22,28.203125,27.96875,-0.234375
gsm8k_80,L0H22,0,22,29.78125,29.1875,-0.59375
gsm8k_152,L0H22,0,22,20.3125,22.71875,2.40625
gsm8k_224,L0H22,0,22,27.515625,26.8125,-0.703125
gsm8k_296,L0H22,0,22,29.171875,28.65625,-0.515625
gsm8k_368,L0H22,0,22,29.5,29.125,-0.375
gsm8k_440,L0H22,0,22,29.671875,29.125,-0.546875
gsm8k_512,L0H22,0,22,27.359375,26.890625,-0.46875
gsm8k_584,L0H22,0,22,29.78125,29.21875,-0.5625
gsm8k_656,L0H22,0,22,29.75,29.34375,-0.40625
gsm8k_728,L0H22,0,22,27.15625,27.109375,-0.046875
gsm8k_800,L0H22,0,22,26.671875,26.265625,-0.40625
gsm8k_872,L0H22,0,22,23.078125,23.984375,0.90625
gsm8k_944,L0H22,0,22,27.421875,27.25,-0.171875
gsm8k_1016,L0H22,0,22,28.625,28.109375,-0.515625
gsm8k_1088,L0H22,0,22,29.515625,29.109375,-0.40625
gsm8k_1160,L0H22,0,22,27.34375,26.703125,-0.640625
gsm8k_1232,L0H22,0,22,21.78125,20.359375,-1.421875
gsm8k_1304,L0H22,0,22,28.0625,27.3125,-0.75
gsm8k_57,L0H22,0,22,28.34375,27.859375,-0.484375
gsm8k_129,L0H22,0,22,26.796875,26.296875,-0.5
gsm8k_201,L0H22,0,22,26.03125,25.3125,-0.71875
gsm8k_273,L0H22,0,22,29.578125,29.0,-0.578125
gsm8k_345,L0H22,0,22,27.53125,27.171875,-0.359375
gsm8k_417,L0H22,0,22,28.671875,28.359375,-0.3125
gsm8k_489,L0H22,0,22,27.90625,27.65625,-0.25
gsm8k_561,L0H22,0,22,27.6875,27.0625,-0.625
gsm8k_633,L0H22,0,22,28.640625,28.328125,-0.3125
gsm8k_705,L0H22,0,22,30.234375,29.796875,-0.4375
gsm8k_777,L0H22,0,22,28.171875,27.859375,-0.3125
gsm8k_849,L0H22,0,22,24.078125,23.90625,-0.171875
gsm8k_921,L0H22,0,22,23.84375,23.5625,-0.28125
gsm8k_993,L0H22,0,22,28.796875,28.234375,-0.5625
gsm8k_1065,L0H22,0,22,20.359375,19.40625,-0.953125
gsm8k_1137,L0H22,0,22,27.609375,27.15625,-0.453125
gsm8k_1209,L0H22,0,22,28.9375,28.921875,-0.015625
gsm8k_1281,L0H22,0,22,29.484375,29.03125,-0.453125
gsm8k_34,L0H22,0,22,29.03125,28.75,-0.28125
gsm8k_106,L0H22,0,22,27.65625,27.25,-0.40625
gsm8k_178,L0H22,0,22,26.640625,25.890625,-0.75
gsm8k_250,L0H22,0,22,27.78125,27.625,-0.15625
gsm8k_322,L0H22,0,22,28.65625,27.90625,-0.75
gsm8k_394,L0H22,0,22,28.640625,27.65625,-0.984375
gsm8k_466,L0H22,0,22,28.984375,28.375,-0.609375
gsm8k_538,L0H22,0,22,27.1875,27.09375,-0.09375
gsm8k_610,L0H22,0,22,27.3125,27.03125,-0.28125
gsm8k_682,L0H22,0,22,28.78125,28.3125,-0.46875
gsm8k_754,L0H22,0,22,27.78125,27.171875,-0.609375
gsm8k_826,L0H22,0,22,30.34375,29.953125,-0.390625
gsm8k_898,L0H22,0,22,26.609375,26.09375,-0.515625
gsm8k_970,L0H22,0,22,27.40625,26.734375,-0.671875
gsm8k_1042,L0H22,0,22,29.96875,29.015625,-0.953125
gsm8k_1114,L0H22,0,22,23.21875,22.1875,-1.03125
gsm8k_1186,L0H22,0,22,28.34375,27.53125,-0.8125
gsm8k_1258,L0H22,0,22,29.1875,28.203125,-0.984375
gsm8k_11,L0H22,0,22,26.625,26.296875,-0.328125
gsm8k_83,L0H22,0,22,26.875,26.71875,-0.15625
gsm8k_155,L0H22,0,22,29.90625,29.6875,-0.21875
gsm8k_227,L0H22,0,22,18.796875,20.375,1.578125
gsm8k_299,L0H22,0,22,28.921875,29.078125,0.15625
gsm8k_371,L0H22,0,22,28.890625,28.453125,-0.4375
gsm8k_443,L0H22,0,22,28.765625,28.25,-0.515625
gsm8k_515,L0H22,0,22,27.75,27.5,-0.25
gsm8k_587,L0H22,0,22,30.265625,29.53125,-0.734375
gsm8k_659,L0H22,0,22,28.078125,28.40625,0.328125
gsm8k_731,L0H22,0,22,28.625,28.09375,-0.53125
gsm8k_803,L0H22,0,22,29.234375,28.90625,-0.328125
gsm8k_875,L0H22,0,22,20.859375,20.25,-0.609375
gsm8k_947,L0H22,0,22,23.953125,23.40625,-0.546875
gsm8k_1019,L0H22,0,22,26.5625,26.375,-0.1875
gsm8k_1091,L0H22,0,22,26.671875,26.46875,-0.203125
gsm8k_1163,L0H22,0,22,29.25,28.8125,-0.4375
gsm8k_1235,L0H22,0,22,27.109375,27.328125,0.21875
gsm8k_1307,L0H22,0,22,28.421875,28.0625,-0.359375
gsm8k_60,L0H22,0,22,27.25,27.015625,-0.234375
gsm8k_132,L0H22,0,22,27.53125,27.375,-0.15625
gsm8k_204,L0H22,0,22,28.890625,28.3125,-0.578125
gsm8k_276,L0H22,0,22,28.21875,27.828125,-0.390625
gsm8k_348,L0H22,0,22,28.53125,28.328125,-0.203125
gsm8k_420,L0H22,0,22,25.359375,25.078125,-0.28125
gsm8k_492,L0H22,0,22,20.59375,20.234375,-0.359375
gsm8k_564,L0H22,0,22,27.625,27.125,-0.5
gsm8k_636,L0H22,0,22,27.6875,27.09375,-0.59375
gsm8k_708,L0H22,0,22,25.78125,25.59375,-0.1875
gsm8k_780,L0H22,0,22,19.0625,18.84375,-0.21875
gsm8k_852,L0H22,0,22,26.59375,25.90625,-0.6875
gsm8k_924,L0H22,0,22,27.28125,27.03125,-0.25
gsm8k_996,L0H22,0,22,27.015625,26.890625,-0.125
gsm8k_1068,L0H22,0,22,28.75,28.015625,-0.734375
gsm8k_1140,L0H22,0,22,27.484375,27.078125,-0.40625
gsm8k_1212,L0H22,0,22,27.0625,26.703125,-0.359375
gsm8k_1284,L0H22,0,22,27.625,26.921875,-0.703125
gsm8k_37,L0H22,0,22,27.578125,27.15625,-0.421875
gsm8k_109,L0H22,0,22,23.8125,24.546875,0.734375
gsm8k_181,L0H22,0,22,13.3359375,12.7265625,-0.609375
gsm8k_253,L0H22,0,22,28.4375,28.109375,-0.328125
gsm8k_325,L0H22,0,22,23.125,23.453125,0.328125
gsm8k_397,L0H22,0,22,21.8125,21.34375,-0.46875
gsm8k_469,L0H22,0,22,23.515625,23.234375,-0.28125
gsm8k_541,L0H22,0,22,27.171875,26.9375,-0.234375
gsm8k_613,L0H22,0,22,28.484375,28.453125,-0.03125
gsm8k_685,L0H22,0,22,28.609375,28.1875,-0.421875
gsm8k_757,L0H22,0,22,27.65625,27.546875,-0.109375
gsm8k_829,L0H22,0,22,25.25,24.734375,-0.515625
gsm8k_901,L0H22,0,22,29.515625,29.015625,-0.5
gsm8k_973,L0H22,0,22,26.890625,26.53125,-0.359375
gsm8k_1045,L0H22,0,22,27.796875,27.4375,-0.359375
gsm8k_1117,L0H22,0,22,28.484375,28.015625,-0.46875
gsm8k_1189,L0H22,0,22,27.96875,27.234375,-0.734375
gsm8k_1261,L0H22,0,22,27.296875,26.78125,-0.515625
gsm8k_14,L0H22,0,22,27.0625,26.75,-0.3125
gsm8k_86,L0H22,0,22,27.625,27.265625,-0.359375
gsm8k_158,L0H22,0,22,23.09375,22.40625,-0.6875
gsm8k_230,L0H22,0,22,26.421875,27.25,0.828125
gsm8k_302,L0H22,0,22,14.328125,14.953125,0.625
gsm8k_374,L0H22,0,22,10.8671875,11.0546875,0.1875
gsm8k_446,L0H22,0,22,28.625,28.28125,-0.34375
gsm8k_518,L0H22,0,22,26.609375,26.171875,-0.4375
gsm8k_590,L0H22,0,22,27.984375,27.90625,-0.078125
gsm8k_662,L0H22,0,22,24.484375,26.546875,2.0625
gsm8k_734,L0H22,0,22,28.09375,27.625,-0.46875
gsm8k_806,L0H22,0,22,25.375,25.390625,0.015625
gsm8k_878,L0H22,0,22,28.796875,28.578125,-0.21875
gsm8k_950,L0H22,0,22,29.015625,28.75,-0.265625
gsm8k_1022,L0H22,0,22,28.53125,28.390625,-0.140625
gsm8k_1094,L0H22,0,22,27.96875,27.3125,-0.65625
gsm8k_1166,L0H22,0,22,27.375,27.296875,-0.078125
gsm8k_1238,L0H22,0,22,26.578125,25.78125,-0.796875
gsm8k_1310,L0H22,0,22,28.25,27.890625,-0.359375
gsm8k_63,L0H22,0,22,25.671875,24.953125,-0.71875
gsm8k_135,L0H22,0,22,29.5,29.171875,-0.328125
gsm8k_207,L0H22,0,22,30.09375,29.578125,-0.515625
gsm8k_279,L0H22,0,22,29.75,29.40625,-0.34375
gsm8k_351,L0H22,0,22,29.078125,28.546875,-0.53125
gsm8k_423,L0H22,0,22,21.125,20.765625,-0.359375
gsm8k_495,L0H22,0,22,25.015625,24.15625,-0.859375
gsm8k_567,L0H22,0,22,26.3125,26.90625,0.59375
gsm8k_639,L0H22,0,22,28.8125,28.8125,0.0
gsm8k_711,L0H22,0,22,19.75,19.640625,-0.109375
gsm8k_783,L0H22,0,22,27.765625,27.984375,0.21875
gsm8k_855,L0H22,0,22,29.0625,28.96875,-0.09375
gsm8k_927,L0H22,0,22,26.078125,25.5625,-0.515625
gsm8k_999,L0H22,0,22,27.375,26.890625,-0.484375
gsm8k_1071,L0H22,0,22,26.40625,25.953125,-0.453125
gsm8k_1143,L0H22,0,22,26.296875,26.15625,-0.140625
gsm8k_1215,L0H22,0,22,28.9375,28.40625,-0.53125
gsm8k_1287,L0H22,0,22,27.328125,26.3125,-1.015625
gsm8k_16,L0H22,0,22,28.546875,28.125,-0.421875
gsm8k_88,L0H22,0,22,28.8125,28.59375,-0.21875
gsm8k_160,L0H22,0,22,18.109375,18.03125,-0.078125
gsm8k_232,L0H22,0,22,22.390625,22.078125,-0.3125
gsm8k_304,L0H22,0,22,28.6875,28.0625,-0.625
gsm8k_376,L0H22,0,22,27.953125,27.46875,-0.484375
gsm8k_448,L0H22,0,22,27.890625,27.15625,-0.734375
gsm8k_520,L0H22,0,22,29.046875,28.796875,-0.25
gsm8k_592,L0H22,0,22,29.59375,29.25,-0.34375
gsm8k_664,L0H22,0,22,27.8125,27.46875,-0.34375
gsm8k_736,L0H22,0,22,27.234375,26.984375,-0.25
gsm8k_808,L0H22,0,22,28.703125,28.3125,-0.390625
gsm8k_880,L0H22,0,22,27.078125,26.875,-0.203125
gsm8k_952,L0H22,0,22,28.15625,27.828125,-0.328125
gsm8k_1024,L0H22,0,22,28.046875,27.3125,-0.734375
gsm8k_1096,L0H22,0,22,29.046875,28.546875,-0.5
gsm8k_1168,L0H22,0,22,28.5,28.171875,-0.328125
gsm8k_1240,L0H22,0,22,29.390625,29.203125,-0.1875
gsm8k_1312,L0H22,0,22,27.6875,26.953125,-0.734375
gsm8k_65,L0H22,0,22,30.046875,28.25,-1.796875
gsm8k_137,L0H22,0,22,19.1875,20.28125,1.09375
gsm8k_209,L0H22,0,22,28.0,28.28125,0.28125
gsm8k_281,L0H22,0,22,27.171875,26.4375,-0.734375
gsm8k_353,L0H22,0,22,29.6875,29.171875,-0.515625
gsm8k_425,L0H22,0,22,28.3125,27.34375,-0.96875
gsm8k_497,L0H22,0,22,25.921875,25.640625,-0.28125
gsm8k_569,L0H22,0,22,28.265625,27.828125,-0.4375
gsm8k_641,L0H22,0,22,28.625,28.40625,-0.21875
gsm8k_713,L0H22,0,22,24.46875,23.828125,-0.640625
gsm8k_785,L0H22,0,22,26.25,25.953125,-0.296875
gsm8k_857,L0H22,0,22,28.484375,28.328125,-0.15625
gsm8k_929,L0H22,0,22,27.796875,27.5,-0.296875
gsm8k_1001,L0H22,0,22,30.3125,30.03125,-0.28125
gsm8k_1073,L0H22,0,22,28.53125,27.6875,-0.84375
gsm8k_1145,L0H22,0,22,28.078125,27.40625,-0.671875
gsm8k_1217,L0H22,0,22,27.515625,27.359375,-0.15625
gsm8k_1289,L0H22,0,22,27.984375,27.359375,-0.625
gsm8k_42,L0H22,0,22,27.328125,26.8125,-0.515625
gsm8k_114,L0H22,0,22,31.03125,30.453125,-0.578125
gsm8k_186,L0H22,0,22,28.78125,28.40625,-0.375
gsm8k_258,L0H22,0,22,26.9375,28.328125,1.390625
gsm8k_330,L0H22,0,22,27.265625,26.9375,-0.328125
gsm8k_402,L0H22,0,22,30.390625,30.46875,0.078125
gsm8k_474,L0H22,0,22,27.125,26.625,-0.5
gsm8k_546,L0H22,0,22,27.90625,27.46875,-0.4375
gsm8k_618,L0H22,0,22,27.625,26.984375,-0.640625
gsm8k_690,L0H22,0,22,27.0625,26.75,-0.3125
gsm8k_762,L0H22,0,22,27.921875,26.765625,-1.15625
gsm8k_834,L0H22,0,22,28.421875,27.78125,-0.640625
gsm8k_906,L0H22,0,22,26.484375,26.28125,-0.203125
gsm8k_978,L0H22,0,22,25.953125,25.25,-0.703125
gsm8k_1050,L0H22,0,22,28.15625,27.546875,-0.609375
gsm8k_1122,L0H22,0,22,29.03125,28.46875,-0.5625
gsm8k_1194,L0H22,0,22,28.0625,27.484375,-0.578125
gsm8k_1266,L0H22,0,22,26.828125,25.984375,-0.84375
gsm8k_19,L0H22,0,22,29.46875,29.34375,-0.125
gsm8k_91,L0H22,0,22,27.171875,26.625,-0.546875
gsm8k_163,L0H22,0,22,27.375,26.421875,-0.953125
gsm8k_235,L0H22,0,22,22.71875,22.234375,-0.484375
gsm8k_307,L0H22,0,22,29.296875,29.046875,-0.25
gsm8k_379,L0H22,0,22,21.15625,20.0625,-1.09375
gsm8k_451,L0H22,0,22,29.5,29.296875,-0.203125
gsm8k_523,L0H22,0,22,27.9375,27.34375,-0.59375
gsm8k_595,L0H22,0,22,27.40625,27.25,-0.15625
gsm8k_667,L0H22,0,22,20.765625,19.9375,-0.828125
gsm8k_739,L0H22,0,22,27.03125,26.921875,-0.109375
gsm8k_811,L0H22,0,22,28.75,28.46875,-0.28125
gsm8k_883,L0H22,0,22,30.59375,29.8125,-0.78125
gsm8k_955,L0H22,0,22,28.40625,28.25,-0.15625
gsm8k_1027,L0H22,0,22,27.421875,27.375,-0.046875
gsm8k_1099,L0H22,0,22,27.546875,27.359375,-0.1875
gsm8k_1171,L0H22,0,22,28.59375,28.328125,-0.265625
gsm8k_1243,L0H22,0,22,28.53125,28.328125,-0.203125
gsm8k_1315,L0H22,0,22,30.46875,30.625,0.15625
gsm8k_68,L0H22,0,22,27.84375,27.640625,-0.203125
gsm8k_140,L0H22,0,22,28.71875,28.28125,-0.4375
gsm8k_212,L0H22,0,22,28.78125,28.75,-0.03125
gsm8k_284,L0H22,0,22,26.078125,25.78125,-0.296875
gsm8k_356,L0H22,0,22,20.453125,19.703125,-0.75
gsm8k_428,L0H22,0,22,22.953125,22.4375,-0.515625
gsm8k_500,L0H22,0,22,29.015625,28.453125,-0.5625
gsm8k_572,L0H22,0,22,26.90625,25.9375,-0.96875
gsm8k_644,L0H22,0,22,27.859375,27.25,-0.609375
gsm8k_716,L0H22,0,22,23.46875,23.375,-0.09375
gsm8k_788,L0H22,0,22,20.578125,19.84375,-0.734375
gsm8k_860,L0H22,0,22,28.640625,28.25,-0.390625
gsm8k_932,L0H22,0,22,12.0078125,12.109375,0.1015625
gsm8k_1004,L0H22,0,22,28.109375,27.8125,-0.296875
gsm8k_1076,L0H22,0,22,23.046875,23.265625,0.21875
gsm8k_1148,L0H22,0,22,21.8125,21.578125,-0.234375
gsm8k_1220,L0H22,0,22,28.875,28.171875,-0.703125
gsm8k_1292,L0H22,0,22,28.734375,28.109375,-0.625
gsm8k_45,L0H22,0,22,12.2734375,11.4765625,-0.796875
gsm8k_117,L0H22,0,22,28.640625,28.328125,-0.3125
gsm8k_189,L0H22,0,22,29.53125,29.078125,-0.453125
gsm8k_261,L0H22,0,22,25.34375,25.59375,0.25
gsm8k_333,L0H22,0,22,27.640625,27.390625,-0.25
gsm8k_405,L0H22,0,22,16.65625,16.0625,-0.59375
gsm8k_477,L0H22,0,22,27.46875,27.03125,-0.4375
gsm8k_549,L0H22,0,22,29.015625,28.359375,-0.65625
gsm8k_621,L0H22,0,22,18.515625,17.84375,-0.671875
gsm8k_693,L0H22,0,22,28.71875,28.75,0.03125
gsm8k_765,L0H22,0,22,28.9375,28.375,-0.5625
gsm8k_837,L0H22,0,22,28.890625,28.03125,-0.859375
gsm8k_909,L0H22,0,22,28.09375,28.03125,-0.0625
gsm8k_981,L0H22,0,22,28.40625,28.421875,0.015625
gsm8k_1053,L0H22,0,22,28.546875,28.09375,-0.453125
gsm8k_1125,L0H22,0,22,26.0,25.359375,-0.640625
gsm8k_1197,L0H22,0,22,28.59375,28.25,-0.34375
gsm8k_1269,L0H22,0,22,29.3125,28.84375,-0.46875
gsm8k_22,L0H22,0,22,26.765625,26.5,-0.265625
gsm8k_94,L0H22,0,22,26.84375,26.015625,-0.828125
gsm8k_166,L0H22,0,22,26.71875,26.09375,-0.625
gsm8k_238,L0H22,0,22,26.609375,25.984375,-0.625
gsm8k_310,L0H22,0,22,27.578125,27.171875,-0.40625
gsm8k_382,L0H22,0,22,26.953125,26.75,-0.203125
gsm8k_454,L0H22,0,22,28.171875,27.875,-0.296875
gsm8k_526,L0H22,0,22,28.984375,28.609375,-0.375
gsm8k_598,L0H22,0,22,27.625,27.46875,-0.15625
gsm8k_670,L0H22,0,22,28.328125,28.125,-0.203125
gsm8k_742,L0H22,0,22,29.109375,28.421875,-0.6875
gsm8k_814,L0H22,0,22,29.96875,29.640625,-0.328125
gsm8k_886,L0H22,0,22,27.953125,27.578125,-0.375
gsm8k_958,L0H22,0,22,26.890625,26.453125,-0.4375
gsm8k_1030,L0H22,0,22,26.609375,26.46875,-0.140625
gsm8k_1102,L0H22,0,22,25.5625,25.859375,0.296875
gsm8k_1174,L0H22,0,22,29.0625,28.6875,-0.375
gsm8k_1246,L0H22,0,22,22.671875,22.125,-0.546875
gsm8k_1318,L0H22,0,22,30.296875,29.640625,-0.65625
